Date,Price,Open,High,Low,Vol.,Change %,Date,Price,Open,High,Low,Vol.,Change %
"Jun 11, 2000","0,81","0,86","0,86","0,79",1.47B,-4.71%,"Jun 11, 2000","1464,46","1456,95","1483,62","1442,38",4.90B,0.52%
"Jun 04, 2000","0,85","0,83","0,88","0,8",1.68B,2.41%,"Jun 04, 2000","1456,95","1477,26","1477,28","1454,74",4.28B,-1.37%
"May 28, 2000","0,83","0,78","0,89","0,72",2.84B,7.79%,"May 28, 2000","1477,26","1378,02","1483,23","1378,02",3.93B,7.20%
"May 21, 2000","0,77","0,84","0,84","0,74",2.54B,-8.33%,"May 21, 2000","1378,02","1406,95","1411,65","1361,09",4.60B,-2.06%
"May 14, 2000","0,84","0,96","0,97","0,83",2.63B,-12.50%,"May 14, 2000","1406,95","1420,96","1470,4","1401,74",4.29B,-0.99%
"May 07, 2000","0,96",1,"1,02","0,88",1.85B,-4.95%,"May 07, 2000","1420,96","1432,63","1432,63","1375,14",4.50B,-0.81%
"Apr 30, 2000","1,01","1,11","1,13","0,99",1.64B,-9.01%,"Apr 30, 2000","1432,63","1452,43","1481,51","1398,36",4.70B,-1.36%
"Apr 23, 2000","1,11","1,03","1,15","1,02",1.78B,4.72%,"Apr 23, 2000","1452,43","1434,54","1482,94","1407,13",5.03B,1.25%
"Apr 16, 2000","1,06","0,98","1,16","0,97",2.04B,6.00%,"Apr 16, 2000","1434,54","1356,56","1447,69","1346,5",4.21B,5.75%
"Apr 09, 2000",1,"1,18","1,19","0,94",2.89B,-15.25%,"Apr 09, 2000","1356,56","1516,35","1527,19","1339,4",5.31B,-10.54%
"Apr 02, 2000","1,18","1,21","1,25","1,04",1.95B,-2.48%,"Apr 02, 2000","1516,35","1498,58","1526,45","1416,41",5.55B,1.19%
"Mar 26, 2000","1,21","1,23","1,29","1,12",1.54B,-2.42%,"Mar 26, 2000","1498,58","1527,46","1534,63","1474,63",5.34B,-1.89%
"Mar 19, 2000","1,24","1,1","1,34","1,09",2.31B,10.71%,"Mar 19, 2000","1527,46","1464,47","1552,87","1446,06",5.19B,4.30%
"Mar 12, 2000","1,12","1,09","1,13","1,02",1.86B,0.00%,"Mar 12, 2000","1464,47","1395,07","1477,33","1356,99",6.19B,4.97%
"Mar 05, 2000","1,12","1,12","1,15","1,06",1.28B,-1.75%,"Mar 05, 2000","1395,07","1409,17","1413,46","1346,62",5.81B,-1.00%
"Feb 27, 2000","1,14","0,98","1,18","0,97",2.41B,15.15%,"Feb 27, 2000","1409,17","1333,36","1410,88","1325,07",5.85B,5.69%
"Feb 20, 2000","0,99","0,98","1,06","0,95",1.52B,0.00%,"Feb 20, 2000","1333,36","1346,09","1370,11","1329,15",4.25B,-0.95%
"Feb 13, 2000","0,99","0,98","1,07","0,97",1.75B,2.06%,"Feb 13, 2000","1346,09","1387,12","1407,72","1345,32",5.12B,-2.96%
"Feb 06, 2000","0,97","0,96","1,05","0,95",1.66B,1.04%,"Feb 06, 2000","1387,12","1424,37","1444,55","1378,89",5.10B,-2.62%
"Jan 30, 2000","0,96","0,9","0,98","0,84",2.38B,5.49%,"Jan 30, 2000","1424,37","1360,16","1435,91","1350,14",5.21B,4.72%
"Jan 23, 2000","0,91","0,97","1,02","0,9",2.07B,-8.08%,"Jan 23, 2000","1360,16","1441,36","1454,09","1356,2",5.53B,-5.63%
"Jan 16, 2000","0,99","0,9","1,08","0,9",3.38B,10.00%,"Jan 16, 2000","1441,36","1465,15","1465,71","1438,54",4.46B,-1.62%
"Jan 09, 2000","0,9","0,91","0,91","0,77",3.35B,1.12%,"Jan 09, 2000","1465,15","1441,47",1473,"1427,08",5.17B,1.64%
"Jan 02, 2000","0,89","0,94",1,"0,85",3.05B,-3.26%,"Jan 02, 2000","1441,47","1469,25",1478,"1377,68",5.34B,-1.89%
"Dec 26, 1999","0,92","0,93","0,93","0,85",1.07B,0.00%,"Dec 26, 1999","1469,25","1458,34","1473,1","1450,83",2.87B,0.75%
"Dec 19, 1999","0,92","0,89","0,93","0,86",1.15B,3.37%,"Dec 19, 1999","1458,34","1421,03","1461,44","1411,1",3.45B,2.63%
"Dec 12, 1999","0,89","0,91","0,92","0,81",2.55B,-3.26%,"Dec 12, 1999","1421,03","1417,04","1431,77","1396,2",5.46B,0.28%
"Dec 05, 1999","0,92","1,02","1,05","0,88",2.82B,-10.68%,"Dec 05, 1999","1417,04","1433,3","1434,15","1391,47",5.07B,-1.13%
"Nov 28, 1999","1,03","0,84","1,03","0,83",3.14B,21.18%,"Nov 28, 1999","1433,3","1416,62","1447,42","1386,95",4.61B,1.18%
"Nov 21, 1999","0,85","0,82","0,85","0,79",1.09B,2.41%,"Nov 21, 1999","1416,62",1422,"1425,24","1399,17",2.85B,-0.38%
"Nov 14, 1999","0,83","0,8","0,85","0,79",1.54B,2.47%,"Nov 14, 1999",1422,"1396,06","1425,31","1392,28",4.61B,1.86%
"Nov 07, 1999","0,81","0,78","0,87","0,77",2.89B,2.53%,"Nov 07, 1999","1396,06","1370,23","1396,12","1359,98",4.44B,1.89%
"Oct 31, 1999","0,79","0,71","0,79","0,69",1.80B,9.72%,"Oct 31, 1999","1370,23","1362,93","1387,48","1346,41",4.67B,0.54%
"Oct 24, 1999","0,72","0,66","0,72","0,65",2.16B,9.09%,"Oct 24, 1999","1362,93","1301,65","1373,17","1280,48",4.86B,4.71%
"Oct 17, 1999","0,66","0,66","0,69","0,61",4.09B,-1.49%,"Oct 17, 1999","1301,65","1247,41","1308,81","1233,7",4.62B,4.35%
"Oct 10, 1999","0,67","0,59","0,68","0,57",4.54B,13.56%,"Oct 10, 1999","1247,41","1336,02","1339,23","1245,39",4.06B,-6.63%
"Oct 03, 1999","0,59","0,56","0,62","0,56",3.07B,7.27%,"Oct 03, 1999","1336,02","1282,81","1336,61","1282,81",4.39B,4.15%
"Sep 26, 1999","0,55","0,59","0,6","0,51",4.54B,-5.17%,"Sep 26, 1999","1282,81","1277,36","1295,03","1256,26",4.44B,0.43%
"Sep 19, 1999","0,58","0,69","0,72","0,56",7.26B,-15.94%,"Sep 19, 1999","1277,36","1335,42","1338,38","1263,84",3.97B,-4.35%
"Sep 12, 1999","0,69","0,69","0,71","0,66",1.72B,0.00%,"Sep 12, 1999","1335,42","1351,66","1351,66","1299,97",3.78B,-1.20%
"Sep 05, 1999","0,69","0,66","0,7","0,66",2.74B,4.55%,"Sep 05, 1999","1351,66","1357,24","1361,39","1333,91",3.09B,-0.41%
"Aug 29, 1999","0,66","0,58","0,67","0,55",4.29B,13.79%,"Aug 29, 1999","1357,24","1348,27","1357,74","1304,88",3.52B,0.67%
"Aug 22, 1999","0,58","0,53","0,58","0,53",2.00B,9.43%,"Aug 22, 1999","1348,27","1336,61","1382,84","1336,61",3.57B,0.87%
"Aug 15, 1999","0,53","0,53","0,55","0,52",1.94B,-1.85%,"Aug 15, 1999","1336,61","1327,68","1344,16","1315,35",3.30B,0.67%
"Aug 08, 1999","0,54","0,49","0,55","0,48",2.46B,12.50%,"Aug 08, 1999","1327,68","1300,29","1327,72","1267,73",3.75B,2.11%
"Aug 01, 1999","0,48","0,5","0,52","0,47",1.86B,-4.00%,"Aug 01, 1999","1300,29","1328,72","1344,69","1287,23",3.74B,-2.14%
"Jul 25, 1999","0,5","0,47","0,5","0,45",1.73B,4.17%,"Jul 25, 1999","1328,72","1356,94","1370,53","1328,49",3.54B,-2.08%
"Jul 18, 1999","0,48","0,48","0,5","0,46",2.36B,2.13%,"Jul 18, 1999","1356,94","1418,78","1420,33","1349,91",3.58B,-4.36%
"Jul 11, 1999","0,47","0,5","0,51","0,46",3.32B,-6.00%,"Jul 11, 1999","1418,78","1403,28","1418,78","1386,51",3.71B,1.10%
"Jul 04, 1999","0,5","0,41","0,5","0,41",3.79B,21.95%,"Jul 04, 1999","1403,28","1391,22","1405,29","1384,95",3.05B,0.87%
"Jun 27, 1999","0,41","0,38","0,42","0,38",1.27B,7.89%,"Jun 27, 1999","1391,22","1315,31","1391,22","1315,31",4.05B,5.77%
"Jun 20, 1999","0,38","0,42","0,42","0,38",1.55B,-9.52%,"Jun 20, 1999","1315,31","1342,84","1351,12","1308,47",3.45B,-2.05%
"Jun 13, 1999","0,42","0,42","0,43","0,4",944.96M,2.44%,"Jun 13, 1999","1342,84","1293,64","1344,48","1292,2",3.79B,3.80%
"Jun 06, 1999","0,41","0,43","0,44","0,41",1.59B,-4.65%,"Jun 06, 1999","1293,64","1327,75","1336,42","1287,88",3.43B,-2.57%
"May 30, 1999","0,43","0,4","0,43","0,39",1.84B,10.26%,"May 30, 1999","1327,75","1301,84","1327,75","1277,47",2.83B,1.99%
"May 23, 1999","0,39","0,39","0,4","0,36",1.60B,0.00%,"May 23, 1999","1301,84","1330,29","1333,02","1277,31",3.91B,-2.14%
"May 16, 1999","0,39","0,39","0,41","0,38",1.81B,-2.50%,"May 16, 1999","1330,29","1337,8","1350,49","1321,19",3.66B,-0.56%
"May 09, 1999","0,4","0,42","0,42","0,39",1.77B,-2.44%,"May 09, 1999","1337,8",1345,"1375,98","1332,63",3.96B,-0.54%
"May 02, 1999","0,41","0,41","0,45","0,38",3.73B,0.00%,"May 02, 1999",1345,"1335,18","1354,64","1317,44",4.35B,0.74%
"Apr 25, 1999","0,41","0,35","0,42","0,35",6.25B,17.14%,"Apr 25, 1999","1335,18","1356,85","1371,56","1314,58",4.50B,-1.60%
"Apr 18, 1999","0,35","0,32","0,35","0,3",3.58B,9.38%,"Apr 18, 1999","1356,85",1319,"1363,65","1284,21",4.79B,2.87%
"Apr 11, 1999","0,32","0,31","0,33","0,31",3.73B,-3.03%,"Apr 11, 1999",1319,"1348,35","1362,38","1308,38",4.67B,-2.18%
"Apr 04, 1999","0,33","0,32","0,34","0,32",2.07B,3.13%,"Apr 04, 1999","1348,35","1293,72","1351,22","1293,72",3.87B,4.22%
"Mar 28, 1999","0,32","0,3","0,33","0,3",1.81B,6.67%,"Mar 28, 1999","1293,72","1282,8","1313,6","1282,56",3.10B,0.85%
"Mar 21, 1999","0,3","0,3","0,31","0,29",2.06B,0.00%,"Mar 21, 1999","1282,8","1299,29","1303,84","1256,43",3.72B,-1.27%
"Mar 14, 1999","0,3","0,3","0,32","0,29",1.88B,0.00%,"Mar 14, 1999","1299,29","1294,59","1323,82","1291,03",3.98B,0.36%
"Mar 07, 1999","0,3","0,3","0,31","0,29",2.16B,0.00%,"Mar 07, 1999","1294,59","1275,47","1306,43","1271,58",4.09B,1.50%
"Feb 28, 1999","0,3","0,31","0,32","0,29",2.30B,-3.23%,"Feb 28, 1999","1275,47","1238,33","1275,73","1216,03",3.81B,3.00%
"Feb 21, 1999","0,31","0,33","0,35","0,31",1.77B,-6.06%,"Feb 21, 1999","1238,33","1239,22","1283,84","1225,01",3.81B,-0.07%
"Feb 14, 1999","0,33","0,35","0,35","0,32",1.46B,-2.94%,"Feb 14, 1999","1239,22","1230,13","1252,17","1220,7",2.83B,0.74%
"Feb 07, 1999","0,34","0,33","0,35","0,32",2.73B,6.25%,"Feb 07, 1999","1230,13","1239,4","1254,05","1211,89",3.67B,-0.75%
"Jan 31, 1999","0,32","0,37","0,37","0,32",2.17B,-13.51%,"Jan 31, 1999","1239,4","1279,64","1283,75","1232,28",4.25B,-3.14%
"Jan 24, 1999","0,37","0,35","0,37","0,35",1.89B,5.71%,"Jan 24, 1999","1279,64","1225,19","1280,37","1219,46",4.28B,4.44%
"Jan 17, 1999","0,35","0,37","0,38","0,33",2.26B,-5.41%,"Jan 17, 1999","1225,19","1243,26","1274,07","1217,97",3.35B,-1.45%
"Jan 10, 1999","0,37","0,41","0,42","0,36",5.16B,-7.50%,"Jan 10, 1999","1243,26","1275,09","1276,22","1205,46",4.14B,-2.50%
"Jan 03, 1999","0,4","0,38","0,42","0,36",5.82B,8.11%,"Jan 03, 1999","1275,09","1229,23","1278,24","1219,1",4.44B,3.73%
"Dec 27, 1998","0,37","0,35","0,37","0,35",1.62B,5.71%,"Dec 27, 1998","1229,23","1226,27","1244,93","1220,78",2.43B,0.24%
"Dec 20, 1998","0,35","0,32","0,36","0,31",2.94B,12.90%,"Dec 20, 1998","1226,27","1188,03","1229,89","1188,03",2.37B,3.22%
"Dec 13, 1998","0,31","0,29","0,32","0,29",2.26B,3.33%,"Dec 13, 1998","1188,03","1166,46","1188,89","1136,89",3.82B,1.85%
"Dec 06, 1998","0,3","0,3","0,3","0,28",2.92B,3.45%,"Dec 06, 1998","1166,46","1176,74","1193,53","1153,19",3.53B,-0.87%
"Nov 29, 1998","0,29","0,31","0,33","0,28",3.74B,-6.45%,"Nov 29, 1998","1176,74","1192,33","1192,72","1149,61",3.71B,-1.31%
"Nov 22, 1998","0,31","0,32","0,33","0,31",1.35B,-3.12%,"Nov 22, 1998","1192,33","1163,55","1192,97","1163,55",2.38B,2.47%
"Nov 15, 1998","0,32","0,32","0,33","0,31",1.67B,0.00%,"Nov 15, 1998","1163,55","1125,72","1163,55","1125,72",3.37B,3.36%
"Nov 08, 1998","0,32","0,34","0,34","0,29",3.88B,-5.88%,"Nov 08, 1998","1125,72","1141,01","1141,01","1115,55",3.24B,-1.34%
"Nov 01, 1998","0,34","0,33","0,35","0,33",2.66B,3.03%,"Nov 01, 1998","1141,01","1098,67","1141,3","1098,67",3.77B,3.85%
"Oct 25, 1998","0,33","0,32","0,35","0,31",2.04B,3.13%,"Oct 25, 1998","1098,67","1070,67","1103,78","1059,65",3.54B,2.62%
"Oct 18, 1998","0,32","0,33","0,34","0,31",1.96B,-3.03%,"Oct 18, 1998","1070,67","1056,42","1084,06","1054,23",3.83B,1.35%
"Oct 11, 1998","0,33","0,33","0,37","0,32",5.30B,6.45%,"Oct 11, 1998","1056,42","984,39","1062,65","984,39",4.20B,7.32%
"Oct 04, 1998","0,31","0,3","0,31","0,25",2.78B,0.00%,"Oct 04, 1998","984,39","1002,6","1008,77","923,32",4.63B,-1.82%
"Sep 27, 1998","0,31","0,35","0,36","0,3",1.72B,-11.43%,"Sep 27, 1998","1002,6","1044,75","1061,46","971,69",4.05B,-4.03%
"Sep 20, 1998","0,35","0,32","0,35","0,32",1.55B,6.06%,"Sep 20, 1998","1044,75","1020,09","1066,11","993,82",3.75B,2.42%
"Sep 13, 1998","0,33","0,34","0,35","0,32",1.51B,-2.94%,"Sep 13, 1998","1020,09","1009,06","1046,07","1009,06",3.73B,1.09%
"Sep 06, 1998","0,34","0,34","0,35","0,32",1.64B,9.68%,"Sep 06, 1998","1009,06","973,89","1027,72","968,64",3.22B,3.61%
"Aug 30, 1998","0,31","0,31","0,33","0,27",3.37B,0.00%,"Aug 30, 1998","973,89","1027,14","1033,47","939,98",4.69B,-5.18%
"Aug 23, 1998","0,31","0,39","0,39","0,3",3.56B,-18.42%,"Aug 23, 1998","1027,14","1081,24","1106,64","1021,04",3.68B,-5.00%
"Aug 16, 1998","0,38","0,37","0,39","0,35",3.23B,5.56%,"Aug 16, 1998","1081,24","1062,75","1106,32","1054,92",3.26B,1.74%
"Aug 09, 1998","0,36","0,32","0,37","0,32",3.78B,9.09%,"Aug 09, 1998","1062,75","1089,45","1092,82",1054,3.37B,-2.45%
"Aug 02, 1998","0,33","0,31","0,33","0,3",1.79B,6.45%,"Aug 02, 1998","1089,45","1120,67","1121,79","1057,35",3.85B,-2.79%
"Jul 26, 1998","0,31","0,31","0,33","0,29",1.43B,0.00%,"Jul 26, 1998","1120,67","1140,8","1147,27","1114,3",3.30B,-1.76%
"Jul 19, 1998","0,31","0,33","0,33","0,3",1.52B,-6.06%,"Jul 19, 1998","1140,8","1186,75","1190,58","1129,11",3.40B,-3.87%
"Jul 12, 1998","0,33","0,29","0,34","0,28",5.05B,13.79%,"Jul 12, 1998","1186,75","1164,33","1188,1","1160,21",3.29B,1.93%
"Jul 05, 1998","0,29","0,26","0,3","0,26",2.31B,11.54%,"Jul 05, 1998","1164,33","1146,42","1166,93","1145,03",2.99B,1.56%
"Jun 28, 1998","0,26","0,25","0,27","0,25",909.47M,4.00%,"Jun 28, 1998","1146,42","1133,2","1148,56","1131,98",2.53B,1.17%
"Jun 21, 1998","0,25","0,24","0,26","0,24",942.35M,4.17%,"Jun 21, 1998","1133,2","1100,65","1142,04","1099,42",3.09B,2.96%
"Jun 14, 1998","0,24","0,24","0,26","0,24",711.08M,-4.00%,"Jun 14, 1998","1100,65","1098,84","1112,87","1074,67",3.31B,0.16%
"Jun 07, 1998","0,25","0,24","0,26","0,24",1.04B,4.17%,"Jun 07, 1998","1098,84","1113,86",1126,"1080,83",2.98B,-1.35%
"May 31, 1998","0,24","0,24","0,25","0,23",923.60M,0.00%,"May 31, 1998","1113,86","1090,82","1113,88","1078,1",2.85B,2.11%
"May 24, 1998","0,24","0,25","0,25","0,23",1.20B,-4.00%,"May 24, 1998","1090,82","1110,47","1116,79","1074,39",2.37B,-1.77%
"May 17, 1998","0,25","0,26","0,27","0,24",1.04B,-3.85%,"May 17, 1998","1110,47","1108,73","1124,45","1097,99",2.67B,0.16%
"May 10, 1998","0,26","0,28","0,28","0,26",1.67B,-3.70%,"May 10, 1998","1108,73","1108,14","1124,03","1102,78",2.97B,0.05%
"May 03, 1998","0,27","0,26","0,27","0,26",2.71B,8.00%,"May 03, 1998","1108,14",1121,"1130,52","1094,53",2.89B,-1.15%
"Apr 26, 1998","0,25","0,24","0,25","0,23",1.20B,0.00%,"Apr 26, 1998",1121,"1107,9","1121,02","1076,7",3.28B,1.18%
"Apr 19, 1998","0,25","0,25","0,26","0,24",1.84B,0.00%,"Apr 19, 1998","1107,9","1122,72","1132,98","1104,77",3.25B,-1.32%
"Apr 12, 1998","0,25","0,23","0,26","0,22",3.60B,8.70%,"Apr 12, 1998","1122,72","1110,67","1122,72","1100,6",3.24B,1.08%
"Apr 05, 1998","0,23","0,24","0,24","0,22",1.04B,-4.17%,"Apr 05, 1998","1110,67","1122,7","1131,99","1098,21",2.46B,-1.07%
"Mar 29, 1998","0,24","0,24","0,25","0,24",1.10B,0.00%,"Mar 29, 1998","1122,7","1095,44","1126,36","1090,02",3.18B,2.49%
"Mar 22, 1998","0,24","0,23","0,25","0,22",1.94B,0.00%,"Mar 22, 1998","1095,44","1099,16","1113,07","1091,14",3.10B,-0.34%
"Mar 15, 1998","0,24","0,24","0,24","0,23",1.47B,0.00%,"Mar 15, 1998","1099,16","1068,61","1101,04","1068,61",3.18B,2.86%
"Mar 08, 1998","0,24","0,21","0,24","0,2",3.81B,9.09%,"Mar 08, 1998","1068,61","1055,69","1075,86","1050,02",3.10B,1.22%
"Mar 01, 1998","0,22","0,21","0,22","0,19",2.89B,4.76%,"Mar 01, 1998","1055,69","1049,34","1055,69","1030,87",3.16B,0.61%
"Feb 22, 1998","0,21","0,18","0,21","0,18",2.76B,16.67%,"Feb 22, 1998","1049,34","1034,21","1051,66","1028,89",2.97B,1.46%
"Feb 15, 1998","0,18","0,17","0,19","0,17",1.40B,5.88%,"Feb 15, 1998","1034,21","1020,09","1034,21","1020,09",2.39B,1.38%
"Feb 08, 1998","0,17","0,16","0,18","0,16",1.54B,0.00%,"Feb 08, 1998","1020,09","1012,46","1026,3","1006,28",2.91B,0.75%
"Feb 01, 1998","0,17","0,17","0,17","0,16",1.65B,6.25%,"Feb 01, 1998","1012,46","980,28","1013,51","980,28",3.39B,3.28%
"Jan 25, 1998","0,16","0,17","0,18","0,16",784.12M,-5.88%,"Jan 25, 1998","980,28","957,59","992,65","954,24",3.31B,2.37%
"Jan 18, 1998","0,17","0,17","0,18","0,17",994.66M,0.00%,"Jan 18, 1998","957,59","961,51","978,6","950,86",2.55B,-0.41%
"Jan 11, 1998","0,17","0,16","0,18","0,15",2.55B,6.25%,"Jan 11, 1998","961,51","927,69","965,12","912,83",3.19B,3.65%
"Jan 04, 1998","0,16","0,15","0,18","0,13",5.17B,6.67%,"Jan 04, 1998","927,69","975,04","982,63","921,72",3.31B,-4.86%
"Dec 28, 1997","0,15","0,12","0,15","0,11",1.74B,25.00%,"Dec 28, 1997","975,04","936,46","975,04","936,46",1.78B,4.12%
"Dec 21, 1997","0,12","0,12","0,12","0,12",824.02M,0.00%,"Dec 21, 1997","936,46","946,78","956,73","932,7",1.47B,-1.09%
"Dec 14, 1997","0,12","0,13","0,13","0,12",1.01B,-7.69%,"Dec 14, 1997","946,78","953,39","974,3","924,92",3.25B,-0.69%
"Dec 07, 1997","0,13","0,14","0,14","0,12",989.15M,-7.14%,"Dec 07, 1997","953,39","983,79","985,67",947,2.84B,-3.09%
"Nov 30, 1997","0,14","0,16","0,16","0,14",1.25B,-12.50%,"Nov 30, 1997","983,79","955,4","986,25","955,4",2.99B,2.97%
"Nov 23, 1997","0,16","0,16","0,16","0,15",464.51M,0.00%,"Nov 23, 1997","955,4","963,09","963,09","944,71",1.78B,-0.80%
"Nov 16, 1997","0,16","0,17","0,17","0,16",657.21M,0.00%,"Nov 16, 1997","963,09","928,35","964,55","928,35",2.85B,3.74%
"Nov 09, 1997","0,16","0,19","0,19","0,16",2.33B,-11.11%,"Nov 09, 1997","928,35","927,51","935,9","900,61",2.77B,0.09%
"Nov 02, 1997","0,18","0,16","0,18","0,15",2.09B,20.00%,"Nov 02, 1997","927,51","914,62","949,62","914,62",2.76B,1.41%
"Oct 26, 1997","0,15","0,15","0,17","0,14",1.31B,0.00%,"Oct 26, 1997","914,62","941,64","941,64","855,27",4.02B,-2.87%
"Oct 19, 1997","0,15","0,18","0,18","0,15",1.61B,-16.67%,"Oct 19, 1997","941,64","944,16","972,61","937,55",3.03B,-0.27%
"Oct 12, 1997","0,18","0,2","0,22","0,18",2.31B,-10.00%,"Oct 12, 1997","944,16","966,98","973,46","931,58",2.59B,-2.36%
"Oct 05, 1997","0,2","0,2","0,2","0,19",769.16M,0.00%,"Oct 05, 1997","966,98","965,03","983,12","963,34",2.67B,0.20%
"Sep 28, 1997","0,2","0,19","0,2","0,19",735.99M,5.26%,"Sep 28, 1997","965,03","945,22","975,47","941,94",2.76B,2.10%
"Sep 21, 1997","0,19","0,2","0,21","0,19",1.06B,-5.00%,"Sep 21, 1997","945,22","950,51","960,59","937,38",2.68B,-0.56%
"Sep 14, 1997","0,2","0,2","0,2","0,19",581.92M,0.00%,"Sep 14, 1997","950,51","923,91","958,19","919,41",2.89B,2.88%
"Sep 07, 1997","0,2","0,2","0,21","0,19",931.81M,0.00%,"Sep 07, 1997","923,91","929,05","938,9","902,56",2.61B,-0.55%
"Aug 31, 1997","0,2","0,2","0,21","0,2",729.42M,5.26%,"Aug 31, 1997","929,05","899,47","940,37","899,47",2.14B,3.29%
"Aug 24, 1997","0,19","0,21","0,21","0,19",760.79M,-9.52%,"Aug 24, 1997","899,47","923,55","930,93","896,82",2.23B,-2.61%
"Aug 17, 1997","0,21","0,21","0,22","0,2",1.32B,0.00%,"Aug 17, 1997","923,54","900,81","939,47","893,34",2.54B,2.52%
"Aug 10, 1997","0,21","0,23","0,24","0,18",4.50B,-12.50%,"Aug 10, 1997","900,81","933,54","942,99","900,81",2.64B,-3.51%
"Aug 03, 1997","0,24","0,17","0,27","0,17",10.57B,41.18%,"Aug 03, 1997","933,54","947,14","964,17","925,74",2.69B,-1.44%
"Jul 27, 1997","0,17","0,15","0,17","0,15",1.30B,13.33%,"Jul 27, 1997","947,14","938,79","957,73","932,56",2.64B,0.89%
"Jul 20, 1997","0,15","0,16","0,16","0,14",1.08B,0.00%,"Jul 20, 1997","938,79","915,3","945,65","907,12",2.75B,2.57%
"Jul 13, 1997","0,15","0,14","0,16","0,13",2.32B,7.14%,"Jul 13, 1997","915,3","916,68","939,32","912,02",2.95B,-0.15%
"Jul 06, 1997","0,14","0,12","0,14","0,11",1.66B,16.67%,"Jul 06, 1997","916,68","916,92","923,26","902,48",2.69B,-0.03%
"Jun 29, 1997","0,12","0,13","0,13","0,12",1.06B,-7.69%,"Jun 29, 1997","916,92","887,3","917,82","879,82",2.01B,3.34%
"Jun 22, 1997","0,13","0,14","0,14","0,13",949.27M,-7.14%,"Jun 22, 1997","887,3","898,7","902,09","878,43",2.61B,-1.27%
"Jun 15, 1997","0,14","0,14","0,15","0,14",617.11M,0.00%,"Jun 15, 1997","898,7","893,27","901,77","886,19",2.64B,0.61%
"Jun 08, 1997","0,14","0,15","0,15","0,14",530.02M,-6.67%,"Jun 08, 1997","893,27","858,01","894,69","858,01",2.68B,4.11%
"Jun 01, 1997","0,15","0,15","0,15","0,15",304.72M,0.00%,"Jun 01, 1997","858,01","848,28","859,24","838,82",2.37B,1.15%
"May 25, 1997","0,15","0,15","0,16","0,15",458.14M,0.00%,"May 25, 1997","848,28","847,03","851,87","831,87",1.92B,0.15%
"May 18, 1997","0,15","0,16","0,16","0,15",402.65M,0.00%,"May 18, 1997","847,03","829,75","848,49","826,41",2.18B,2.08%
"May 11, 1997","0,15","0,15","0,16","0,15",689.94M,0.00%,"May 11, 1997","829,75","824,78","842,45","824,78",2.40B,0.60%
"May 04, 1997","0,15","0,15","0,16","0,15",567.13M,0.00%,"May 04, 1997","824,78","812,97","832,29","811,8",2.64B,1.45%
"Apr 27, 1997","0,15","0,16","0,16","0,15",530.49M,-6.25%,"Apr 27, 1997","812,97","765,37","812,99","763,3",2.47B,6.22%
"Apr 20, 1997","0,16","0,17","0,17","0,16",400.61M,0.00%,"Apr 20, 1997","765,37","766,34","779,89","756,38",2.30B,-0.13%
"Apr 13, 1997","0,16","0,16","0,17","0,16",695.53M,0.00%,"Apr 13, 1997","766,34","737,65","768,55","733,54",2.39B,3.89%
"Apr 06, 1997","0,16","0,18","0,18","0,16",890.62M,-5.88%,"Apr 06, 1997","737,65","757,9","769,53","737,64",2.22B,-2.67%
"Mar 30, 1997","0,17","0,17","0,18","0,15",2.44B,0.00%,"Mar 30, 1997","757,9","773,88","773,88","744,04",2.59B,-2.06%
"Mar 23, 1997","0,17","0,15","0,17","0,15",1.43B,13.33%,"Mar 23, 1997","773,88","784,1","798,11","767,32",1.92B,-1.30%
"Mar 16, 1997","0,15","0,15","0,16","0,14",981.54M,0.00%,"Mar 16, 1997","784,1","793,17","797,18","778,04",2.63B,-1.14%
"Mar 09, 1997","0,15","0,15","0,15","0,14",604.20M,0.00%,"Mar 09, 1997","793,17","804,97","814,9","789,44",2.45B,-1.47%
"Mar 02, 1997","0,15","0,15","0,15","0,14",516.75M,0.00%,"Mar 02, 1997","804,97","790,82","808,19","785,66",2.56B,1.79%
"Feb 23, 1997","0,15","0,15","0,16","0,15",583.72M,0.00%,"Feb 23, 1997","790,82","801,77","812,85","788,5",2.54B,-1.37%
"Feb 16, 1997","0,15","0,15","0,16","0,14",945.59M,0.00%,"Feb 16, 1997","801,77","808,48","817,68","799,99",1.96B,-0.83%
"Feb 09, 1997","0,15","0,14","0,15","0,14",934.85M,7.14%,"Feb 09, 1997","808,48","789,56","812,93","780,95",2.60B,2.40%
"Feb 02, 1997","0,14","0,15","0,15","0,14",2.11B,-6.67%,"Feb 02, 1997","789,56","786,16","792,71","773,43",2.61B,0.43%
"Jan 26, 1997","0,15","0,15","0,15","0,15",915.85M,0.00%,"Jan 26, 1997","786,16","770,52","791,86","761,75",2.59B,2.03%
"Jan 19, 1997","0,15","0,15","0,16","0,15",1.14B,0.00%,"Jan 19, 1997","770,52","776,17","794,67","768,17",2.83B,-0.73%
"Jan 12, 1997","0,15","0,17","0,17","0,15",1.99B,-6.25%,"Jan 12, 1997","776,17","759,5","776,37","756,69",2.57B,2.19%
"Jan 05, 1997","0,16","0,16","0,16","0,15",4.76B,-15.79%,"Jan 05, 1997","759,5","748,03","759,65","742,18",2.73B,1.53%
"Dec 29, 1996","0,19","0,21","0,21","0,19",908.37M,-9.52%,"Dec 29, 1996","748,03","756,79","759,2","729,55",1.66B,-1.16%
